,index,timePeriod,processedText
380,3993,1800-01-01,feeling virtuous uncorrupt elector kingdom force certainty elective franchise prize foundation liberty security saleable commodity
381,1504,1800-01-01,hop consider sufficient argument general principle increase disposable force
382,2101,1800-01-01,tell hail return beacon guide object hope
383,4097,1800-01-01,hear first place defence consider fair mode proceeding
384,3467,1800-01-01,ask leave introduce
385,6758,1800-01-01,perhaps even nation thirst dominion require corrective burden war nature thing obstacle prevent mean employ invincible mean use wisely make subservient purpose injustice ambition
386,2351,1800-01-01,deny ever resist establish church claim tythes claim exclusive catholic church deny taxation protestant clergy found justice truth denial appeal subject solemn manner profess readiness swear fact
387,708,1800-01-01,much principle present case
388,9009,1800-01-01,act effect came side critic dennis thunder
389,8286,1800-01-01,nevertheless certainly able make resistance know many life lose already course petty war
390,3189,1800-01-01,
391,4591,1800-01-01,dwell peculiar emphasis
392,960,1800-01-01,lordship give notice day fortnight tie bring forward resolve committee consider property tax far relate proportion impose subaltern officer
393,8462,1800-01-01,far knowledge experience extend never usage address majesty person office
394,8545,1800-01-01,less sloop war contract build month last sufficient reason boat order previous contractor compleating sloop
395,7378,1800-01-01,rational plan proceeding instead minister content send body men sufficient prevent disgrace arm valour army effect enough save nation ache heart
396,1882,1800-01-01,petition found immutable principle reason justice petition also worldly policy loudly call accede present serious crisis crisis demand union wise brave description denomination cordial union mean assuredly best support indeed secure bulwark government earth
397,1314,1800-01-01,parliament propose day reason guide government insist different course take take
398,843,1800-01-01,nothing see surprize total complete surprize justify irish government affair sort accomplice murder lord kilwarden
399,893,1800-01-01,england imbibe notion
400,9104,1800-01-01,name officer omit therefore move insert
401,4508,1800-01-01,respectable prelate debate catholic bill candidly admit speculative ferences point faith account
402,676,1800-01-01,
403,3509,1800-01-01,let consider object first instance
404,9750,1800-01-01,leave judge fairness candour liberality
405,1297,1800-01-01,find difficult annals british legislature find parallel speech
406,784,1800-01-01,report assess tax great defect manner collect call
407,3256,1800-01-01,nation europe subvert french principle fear french arm
408,7364,1800-01-01,agree man acquire great popularity large town bountiful landlord mean procure seat parliament see security likely give vote great purity person fund willing barter money seat apply individual find possess influence sufficient secure
409,567,1800-01-01,great importance linen manufacture ireland well know difficulty procure seed present serious evil hogshead require sow procure america
410,1318,1800-01-01,proof assertion round finance resolution agree
411,8077,1800-01-01,
412,6632,1800-01-01,resolution declare high crime misdemeanor majesty minister servant crown interfere election parliament
413,6895,1800-01-01,power interest judgment patriotic feeling strongly exemplify occurrence wish god erase memory man page history
414,3204,1800-01-01,numerous class debt kind consist else liable security
415,9235,1800-01-01,
416,9033,1800-01-01,wish committee impression prevail necessary ask
417,9730,1800-01-01,unite ability unable withstand power formidable enchantress expect able defend magic spell
418,1313,1800-01-01,witness ask forge separate wife al though word truth warrant question
419,4669,1800-01-01,fund also matter proper important know far mean provide hold forth remedy alleged grievance evidence head
420,1529,1800-01-01,certainly thus guilty extreme meannes dishonour
421,8397,1800-01-01,minute make state witness give testimony
422,6734,1800-01-01,dundas committee
423,6369,1800-01-01,true sanction law profession ireland law enforce many deplorable defect ireland particular chiefly owe power influence catholic hierarchy
424,5817,1800-01-01,probably difference effect treaty ildefonso abstractly consider
425,4412,1800-01-01,full thing connect charge defence accused take place committee honour chairman seem entirely preclude necessity fresh examination evidence
426,871,1800-01-01,regret extremely aid learn general side make great figure trial hastings seem principle guide native india duty depend decision majority
427,9028,1800-01-01,adjourn thursday th inst
428,4465,1800-01-01,unlimited power
429,7783,1800-01-01,gordon year
430,4424,1800-01-01,major palmer rise apologize appear take time side confine expediency present still deny justice claim repeatedly hop excuse reply various make first honour address subject
431,2001,1800-01-01,
432,7112,1800-01-01,ground object address brand duke york infamy allow benefit trial peer usual sanction witness swear
433,6746,1800-01-01,approve sanction authority constitute superintend indian affair consider measure act british government sentiment court director pretend know remark though many point lord wellesley incur censure catalogue fault error introduce
434,5278,1800-01-01,person make pretension compel justify something substantial appearance confidence claim
435,7188,1800-01-01,law principle collect duty call system survey measure wash low wine spirit illicit distillation flourish still continue flourish
